"Rank","Song","Artist","Year","Lyrics","Source"
44,"whoot there it is","95 south",1993,"excuse me sonny you know where i can find some booty whoot there it is let me hear you say it whoot there it is yeah i like that whoot there it is a little louder whoot there it is yeah whoot there it is come on come on yeah whoot there it is i like that come on whoot there it is yeah whoot there it is baby baby on the floor with the girl in the blue yeah i got a pocket full of chance so what you gonna doturn around and let me peek and lets play a little game of hideandseek show me now how to get into this a twenty dollar bill thats nice and crisp what you gotta do work shake it down and watch me go berserk you know just what im talkin about pop that thing move it in and out like thatget on the stage and work that chap and yo fellas where the booty at whoot there it is one more gain where the booty at whoot there it isall my friends where the booty at whoot there it isall the fellas where the booty at whoot there it iseverybody where the booty at whoot there it is one more gain where the booty at whoot there it isall my friends where the booty at whoot there it isall the fellas where the booty at whoot there it iseverybody where the booty at whoot there it is like a hitter like a hitter like a hitter uh boy like a hitter like a hitter like a hitter like a hitter uh boy like a hitter like a hitter like a hitter like a hitter uh boy like a hitter excuse me sonny you know where i can find some booty whoot there it is find some booty whoot there it is find some booty whoot there it is find some booty whoot there it is oohe ooo e look at that booty oohe ooo e excuse me sonny oohe ooo e look at that booty oohe ooo e excuse me sonny oohe uh look at that booty oohe uh look at that booty oohe uh look at that booty come on come on oohe uh look at that booty yeah baby baby whoot whoot work that thing like a real dealer come on whoot whoot work that thing like a real dealer come on whoot whoot work that thing like a real dealer come on whoot whoot work that thing like a real dealer come on whoot there it is come on come on come on whoot there it is let me hear you say it whoot there it is yeah everybody whoot there it is yeah i like that whoot there it is i see you like that whoot there it is come on everybody whoot there it is i like that whoot there it is come on come on come on like a hitter like a hitter like a hitter uh boy like a hitter like a hitter like a hitter like a hitter uh boy like a hitter like a hitter like a hitter like a hitter uh boy like a hitter come on say you get on the floor work that thing till it works no more shake it just like a salt shaker you gotta work that big muthafaker if you wanna get paid you gotta sing that big old thing on the stage make em fellas go wild work that thing like its going out of style girl you look so cute with your long boots and your gstring suit got on the stage and work that chap and yo fellas where the booty at whoot there it is whoot there it is whoot there whoot there whoot whoot whoot whoot whoot there it is all the fellas where the booty at whoot there it islet me know where the booty at whoot there it isall the ladies where the booty at whoot there it islet me know where the booty at whoot there it isall the fellas where the booty at whoot there it islet me know where the booty at whoot there it isall the ladies where the booty at whoot there it islet me know where the booty at whoot there it is whoot there it iswhoot whoot whoot there it is whoot there it iswhoot whoot whoot there it is whoot there it iswhoot whoot whoot there it is whoot whoot there it iswhoot whoot whoot there it is whoot there it iswhoot whoot whoot there it is whoot there it iswhoot whoot whoot there it is whoot there it iswhoot whoot whoot there it is whoot there it iswhoot whoot whoot there it is oohe uh look at that booty oohe uh look at that booty oohe uh look at that booty come on come on oohe uh look at that booty yeah baby baby work that thing  work that chap whoot hey hey you damn kids get off my lawn",3
45,"hip hop hooray","naughty by nature",1993," hip hop hooray ho hey hovinnie you drew a picture of my morning but you couldnt make my day hey im rockin and youre yawning but you never look my way hey im licking down you darlin in every single way hey your funny flow is foreign and a green cards on the waytreach this aint got shit to do wit shampoo but watch your head n shoulders brother older bold enough to fold ya yo i told ya a raid afraid of what i made plus played a funky fit so save ya flips plus tricks for that music plus the monkey bitvinnie triggas from the grilltown illtown some ask how it feels how the deal is that were real so were still around dont lamp wit a freestyle phantom aint tryin to be handsome shrinkin what ya thinkin cause im vampini live and die for hip hop this is hip hop for today i give props to hip hop so hip hop hooray ho hey hotreach you heard a lot about a brother gaining mo ground being low down i do the showdown wit any little ho round no i want to know who youre believing through youre funny reasons even when im sleeping you think im cheatin you said i know youre mr opp man yo pp man wont only see me man you shouldve known that i was wit if a bit when i aint hit it and step not to consider the rep heck i did your partner cause shes hot as a baker cause im naughty by nature not cause i hate cha you put your heart in a part of a part that spreads apart even though i forgave ya when you had a sparkyou try to act like something really big is missing even though my names graffiti written on your kitten i love black women always and disrespect aint the way lets start a family today hip hop hooray ho heyhip hop hip hip hop hip hip hop hooray theres many hungry hip hoppers one reason hip hops hip top today swerve what cha heard cause i aint bailing no hey aint choppin no crops but still growin every dayvinnie heres a thunder sound from the wonders found from the underground town down the hill feel how illtown drown smiles to frowns snatchin crowns from clowns beat downs are found dont know me dont come aroundtippy tippy tippy tippy sometimes creepin up i eat em up your style is older than lou rawls peace to this one and that one and them that way i shout out and i didnt miss one friend fools get foolish neither them or parker lewis knew us you could have crews wit shoes and cant step to us some kitty purr i call em sir too any trick that diss gets a curfew i put my projects for boots step through troops and leave proof my problem solvers name is mook i hittin woodys in a hoody peace to jesette jobete jojo genae and every hood gee thats right my fight is ill peace goes to lons and quest nice  smooth  cypress hill i live and die for hip hop this is hip hop of today i give props to hip hop so hip hop hoorayhoheyhosmooth it out now ",1
46,"another sad love song","toni braxton",1993," baby since youve been gone ive been hangin around here lately with my mind messed up jumped in my car tried to clear my mind didnt help me i guess im all messed up now babyas soon as i jumped into my ride those memories start to play a song comes on on the radio and there you are baby once againits just another sad love song rackin my brain like crazy guess im all torn up be it fast or slow it doesnt let go or shake me and its all because of yousince youve been gone i keep thinkin about you baby gets me all choked up this heart of mine keeps dreamin of you and its crazy baby youd think id had enough yeahas soon as i get you out my head im in my car again ooh darlin just one request from the radio im back in love sugar once againits just another sad love song rackin my brain like crazy guess im all torn up be it fast or slow it doesnt let go or shake me and ooh its all because of youits just another sad love song rackin my brain like crazy guess im all torn up be it fast or slow it doesnt let go or shake me ooh babyhere comes the strings then somebody sings only takes a beat and then it starts killin me darlin only takes one note i tell you from that radio its just another lonely love songits just another sad love song rackin my brain like crazy guess im all torn up be it fast or slow it doesnt let go or shake me and ohhh yeaits a sad its a sad its a sad sad love song and its all because of you its a sad its a sad its a sad sad love song ",1
47,"will you be there","michael jackson",1993," hold me like the river jordan and i will then say to thee you are my friendcarry me like you are my brother love me like a mother will you be therewhen weary tell me will you hold me when wrong will you scold me when lost will you find mebut they told me a man should be faithful and walk when not able and fight till the end but im only humaneveryones taking control of me seems that the worlds got a role for me im so confused will you show to me youll be there for me and care enough to bear mehold me lay your head lowly softly then boldly carry me therehold me love me and feed me kiss me and free me i will feel blessedcarry carry me boldly lift me up slowly carry me theresave me heal me and bathe me softly you say to me i will be therelift me lift me up slowly carry me boldly show me you carehold me lay your head lowly softly then boldly carry me thereneed me love me and feed me kiss me and free me i will feel blessed ",1
48,"comforter","shai",1993," talk to me baby im listeninglay down and tell me whats on your mind what exactly did he do to make you cry this time well i will be your comforter i will make it right he cast a shadow on your heart and i will bring back your lightcome in i see hes hurt you again when you are in pain im in pain thats part of being a friend but this is a special case i held my feelings back because of him and now i can see it more than ever i made a big big big big mistakei dont mean to disregard your feelings but i think that hes a fool he dont know how sensitive you are and baby that just aint cool im just glad i can be there for you when you need a helping hand when deep inside my heart from the start i know i shouldve been your manlay down and tell me whats on your mind what exactly did he do to make you cry this time well i will be your comforter i will make it right he cast a shadow on your heart and i will bring back your lighti will comfort comfort comfort you i will comfort i will comfort you i will comfort comfort comfort you i will comfort i will comfort youi will comfort comfort comfort you i will comfort i will comfort you i will comfort comfort comfort you i will comfort i will comfort youlay down and tell me whats on your mind what exactly did he do to make you cry this time well i will be your comforter i will make it right he cast a shadow on your heart and i will bring back your light ",1
49,"good enough","bobby brown",1993," yeah feels like the old times i know a lot of you all out there can relate to the old time so this ones for you yeah listenif i take you back in the room spent you around my baby take off your clothes and all of mine too laid you down way downwe could be discreet nobody has to know we dont need no sheets we can just close the door my baby i can take you places you aint been before soon as we get there baby youll be coming back for morecuz if it aint good enough good enough baby ill work harder i keep pumpin every minute girl and baby ill do you up do you up baby and i will not stop til i know youre hotif i touch your body tonight will you touch mine will you touch me baby right here kiss both your lips and rub on those thighs taste your wine lemme taste you baby aahi can do it soft i can do it hard i can make you scream if you let down your guard my baby its not too far from here to ecstasy i know you want good lovin so lay your body next to meif it aint good enough good enough baby ill work harder pumpin every minute girl and baby ill do you up do you up baby and i will not stop til i know youre hotif it aint good enough good enough baby ill work harder pumpin every minute girl and baby ill do you up do you up baby and i will not stop til i know youre hotslow moving in your body it feels like im gonna be in here all night and when the love gets rolling its no telling when ill stop filled to the brim im gonna trim you down to the very last dropand if it aint good enough for you baby ha i do it all for you and i will not stop til i know youre hotif it aint good enough good enough baby ill work harder pumpin every minute girl and baby ill do you up do you up baby and i will not stop til i know youre hotif it aint good enough then ill work harder turn it up ill please you darling do it up do it up just for you and baby ill taste the wine and give you pleasure close the door ill do whatever til i know youre hotif it aint good enough good enough baby ill work harder pumpin every minute girl and baby ill do you up do you up baby and i will not stop til i know youre hotif it aint good enough good enough baby ill work harder pumpin every minute girl and baby ill do you up do you up baby and i will not stop til i know youre hotif it aint good enough good enough baby ",1
50,"whats up","4 non blondes",1993," twentyfive years and my life is still trying to get up that great big hill of hope for a destinationi realized quickly when i knew i should that the world was made up of this brotherhood of man for whatever that meansand so i cry sometimes when im lying in bed just to get it all out whats in my head and i i am feeling a little peculiarand so i wake in the morning and i step outside and i take a deep breath and i get real high and i scream from the top of my lungs whats going onand i say hey yeah yeah hey yeah yeah i said hey whats going onand i say hey yeah yeah hey yeah yeah i said hey whats going onoh oh oh oh oh ohand i try oh my god do i try i try all the time in this institutionand i pray oh my god do i pray i pray every single day for a revolutionand so i cry sometimes when im lying bed just to get it all out whats in my head and i i am feeling a little peculiarand so i wake in the morning and i step outside and i take a deep breath and i get real high and i scream from the top of my lungs whats going onand i say hey hey hey hey i said hey whats going onand i say hey hey hey hey i said hey whats going onand i say hey hey hey hey i said hey whats going onand i say hey hey hey hey i said hey whats going onoh oh oh ohtwentyfive years and my life is still trying to get up that great big hill of hope for a destination ",1
51,"all that she wants","ace of base",1993," she leads a lonely life she leads a lonely lifewhen she woke up late in the morning light and the day had just begun she opened up her eyes and thought oh what a morningits not a day for work its a day for catching tan just lying on the beach and having fun shes going to get youall that she wants is another baby shes gone tomorrow boy all that she wants is another baby yeaall that she wants is another baby shes gone tomorrow boy all that she wants is another baby yeaso if you are in sight and the day is right shes the hunter youre the fox the gentle voice that talks to you wont talk foreverit is a night for passion but the morning means goodbye beware of what is flashing in her eyes shes going to get youall that she wants is another baby shes gone tomorrow boy all that she wants is another baby yeaall that she wants is another baby shes gone tomorrow boy all that she wants is another baby yeaall that she wants is another baby shes gone tomorrow boy all that she wants is another baby yeaall that she wants is another baby shes gone tomorrow boy all that she wants is another baby yeaall that she wants all that she wants ",1
52,"7","prince and the new power generation",1993," all seven and well watch them fall they stand in the way of love and we will smoke them all with an intellect and a saviorfaire no one in the whole universe will ever comparei am yours now and you are mine and together well love through all space and time so dont cry one day all seven will dieall seven and well watch them fall they stand in the way of love and we will smoke them all with an intellect and a savoirfaire no one in the whole universe will ever comparei am yours now and you are mine and together well love through all space and time so dont cry one day all seven will dieand i saw an angel come down unto me in her hand she holds the very key words of compassion words of peace and in the distance an armys marching feet one two three four one two three four but behold we will watch them falland we lay down on the sand of the sea and before us animosity will stand and decree that we speak not of love only blasphemy and in the distance six others will curse me but thats alright thats alright for i will watch them fall one two three four five six sevenall seven and well watch them fall they stand in the way of love and we will smoke them all with an intellect and a savoirfaire no one in the whole universe will ever comparei am yours now and you are mine and together well love through all space and time so dont cry one day all seven will diejust how oldand we will see a plague and a river of blood and every evil soul will surely die in spite of and seven tears but do not fear four in the distance twelve souls from now you and me will still be here we will still be herethere will be a new city with streets of gold the young so educated they never grow old and a there will be no death four with every breath a voice of many colors sings a song thats so bold sing it while we watch them fallall seven and well watch them fall they stand in the way of love and we will smoke them all with an intellect and a savoirfaire no one in the whole universe will ever comparei am yours now and you are mine and together well love through all space and time so dont cry one day all seven will diejust how old ",1
53,"dre day","dr dre featuring snoop doggy dogg",1993,"yeah hell yeah ha know what im sayin yeah mista busta where the fuck ya at cant scrap a lick so i know ya got your gat your dick on hard from fuckin your road dogs the hood you threw up with niggaz you grew up with dont even respect your ass thats why its time for the doctor to check your ass nigga used to be my homey used to be my ace now i wanna slap the taste out yo mouth nigga bow down to the row fuckin me now im fuckin you little hoe oh dont think i forgot let you slide let me ride just another homicide yeah its me so ima talk on stompin on the eazyest streets that you can walk on so strap on your compton hat your locs and watch your back cause you might get smoked loc and pass the bud and stay lowkey bg cause you lost all your homeys love now call it what you want to you fucked with me now its a must that i fuck wit you yeah thats what the fuck im talkin about we have your motherfuckin record company surrounded put down the candy and let the little boy go you know what im sayin punk motherfucker we want eazy we want eazy bow wow wow yippy yo yippy yay doggy doggs in the motherfuckin house bow wow wow yippy yo yippy yay death rows in the motherfuckin house bow wow wow yippy yo yippy yay the sounds of a dog brings me to another day play with my bone with ya jimmy it seems like youre good for makin jokes about your jimmy but heres a jimmy joke about your mama that you might not like i heard she was the frisco dyke but fuck your mama im talkin about you and me toe to toe tim m u t your bark was loud but your bite wasnt vicious and them rhymes you were kickin were quite bootylicious you get with doggy dogg oh is he crazy with ya mama and your daddy hollin baybee so wont they let you know that if you fuck with dre nigga youre fuckin wit death row and i aint even slangin them thangs im hollin oneeightseven with my dick in yo mouth beeyatch yeah nigga compton and long beach together on this motherfucker so you wanna pop that shit get yo motherfuckin cranium cracked nigga step on up now we aint no motherfuckin joke so remember the name mighty mighty d r yeah motherfucker now understand this my nigga dre cant be touched lukes bendin over so lukes gettin fucked busta musta thought i was sleazy or though i was a mark cause i used to hang with eazy animosity made ya speak but ya spoke ay yo dre whattup check this nigga off loc if it aint another ho that i gots ta fuck with gap teeth in ya mouth so my dicks gots to fit with my nuts on ya tonsils while ya on stage rappin at your wackass concerts and ima snatch your ass from the backside to show you how death row pull off that whoride now you might not understand me cause ima rob you in compton and blast you in miami then we gon creep to south central on a street knowledge mission as i steps in the temple spot him got him as i pulls out my strap got my chrome to the side of his white sox hat you tryin to check my homey you better check yo self cause when you diss dre you diss yourself motherfucker yeah nigga yeah ninedeuce dr dre dropin chronic once again it dont stop punishing punk motherfuckers real quick like compton style nigga doggy dogg in the motherfuckin house yeah long beach in the motherfuckin house yeah yeah straight up really doe breakin all you suckaz off somethin real proper like you know what im sayin all these sucka ass niggaz can eat a fat dick yeah eazye eazye eazye can eat a big fat dick tim dog can eat a big fat dick luke can eat a fat dick yeah",3
